session,combo,n_ind,stop,trades,win_rate,pnl,avg_win,avg_loss,max_dd,consec_L,sharpe,exp,score
04:00-08:00,VWAP+VOL,2,40,101,79.2,24177.0,344.0,-160.0,-612.0,3,0.91,239.4,24093.0
04:00-08:00,STOCH+VWAP+VOL,3,40,106,79.2,23809.0,330.0,-177.0,-816.0,4,0.86,224.6,23612.0
04:00-08:00,BB+VWAP+VOL,3,40,104,76.0,23240.0,346.0,-163.0,-612.0,3,0.83,223.5,23138.0
06:00-10:00,STOCH+MACD+VOL,3,40,116,72.4,23346.0,347.0,-180.0,-1224.0,6,0.75,201.3,22920.0
04:00-08:00,STOCH+BB+VWAP+VOL,4,40,109,77.1,23125.0,329.0,-181.0,-816.0,4,0.82,212.2,22919.0
06:00-10:00,MACD+VOL,2,40,112,73.2,23171.0,347.0,-176.0,-919.0,5,0.76,206.9,22899.0
06:00-10:00,STOCH+VOL,2,40,115,72.2,23151.0,346.0,-174.0,-1224.0,6,0.74,201.3,22724.0
04:00-08:00,MACD+VWAP+VOL,3,40,103,75.7,22396.0,343.0,-175.0,-816.0,4,0.8,217.4,22185.0
04:00-08:00,STOCH+BB+VOL,3,40,108,75.9,22383.0,331.0,-182.0,-816.0,4,0.77,207.2,22166.0
06:00-10:00,BB+MACD+VWAP+VOL,4,40,115,70.4,22447.0,352.0,-178.0,-941.0,5,0.71,195.2,22154.0
06:00-10:00,BB+VWAP+VOL,3,40,113,71.7,22372.0,346.0,-177.0,-793.0,5,0.71,198.0,22154.0
04:00-08:00,BB+VOL,2,40,105,73.3,22258.0,348.0,-162.0,-612.0,3,0.77,212.0,22142.0
04:00-08:00,STOCH+VOL,2,40,107,76.6,22500.0,329.0,-180.0,-1121.0,5,0.77,210.3,22131.0
06:00-10:00,STOCH+BB+VWAP+VOL,4,40,117,70.9,22405.0,343.0,-178.0,-937.0,5,0.71,191.5,22114.0
06:00-10:00,STOCH+BB+MACD+VOL,4,40,118,70.3,22464.0,348.0,-182.0,-1224.0,6,0.71,190.4,22028.0
04:00-08:00,STOCH+MACD+VWAP+VOL,4,40,107,76.6,22231.0,328.0,-188.0,-816.0,4,0.77,207.8,22016.0
04:00-08:00,MACD+VOL,2,40,101,77.2,22121.0,338.0,-186.0,-612.0,3,0.78,219.0,22009.0
06:00-10:00,MACD+VWAP+VOL,3,40,114,71.1,22168.0,347.0,-180.0,-875.0,5,0.7,194.5,21906.0
06:00-10:00,STOCH+MACD+VWAP+VOL,4,40,117,70.1,22301.0,349.0,-181.0,-1224.0,6,0.7,190.6,21863.0
06:00-10:00,STOCH+BB+VOL,3,40,117,70.9,22278.0,343.0,-182.0,-1224.0,6,0.7,190.4,21841.0
06:00-10:00,BB+MACD+VOL,3,40,114,70.2,22171.0,355.0,-182.0,-1227.0,6,0.69,194.5,21732.0
06:00-10:00,BB+VOL,2,40,112,71.4,22096.0,348.0,-181.0,-1079.0,6,0.69,197.3,21731.0
06:00-10:00,STOCH+VWAP+VOL,3,40,116,69.8,22106.0,349.0,-175.0,-1224.0,6,0.69,190.6,21667.0
06:00-10:00,VWAP+VOL,2,40,112,70.5,21867.0,350.0,-174.0,-875.0,5,0.7,195.2,21604.0
04:00-08:00,BB+MACD+VWAP+VOL,4,40,106,71.7,21353.0,348.0,-170.0,-816.0,4,0.72,201.4,21126.0
04:00-08:00,STOCH+MACD+VOL,3,40,108,74.1,20923.0,328.0,-189.0,-1100.0,5,0.69,193.7,20547.0
04:00-08:00,STOCH+BB+MACD+VOL,4,40,109,72.5,20700.0,332.0,-185.0,-816.0,4,0.68,189.9,20465.0
06:00-10:00,STOCH+MACD+VOL,3,30,135,72.6,20684.0,267.0,-149.0,-924.0,6,0.79,153.2,20416.0
04:00-08:00,BB+MACD+VOL,3,40,107,69.2,20372.0,350.0,-168.0,-816.0,4,0.67,190.4,20132.0
04:00-08:00,VWAP+VOL,2,30,121,75.2,20076.0,267.0,-141.0,-774.0,5,0.85,165.9,19897.0
04:00-08:00,BB+VWAP+VOL,3,30,123,74.0,20011.0,270.0,-141.0,-774.0,5,0.84,162.7,19829.0
06:00-10:00,STOCH+MACD+VWAP+VOL,4,30,137,70.8,19926.0,267.0,-149.0,-924.0,6,0.74,145.4,19648.0
06:00-10:00,MACD+VOL,2,30,131,71.8,19708.0,267.0,-146.0,-770.0,5,0.74,150.4,19506.0
04:00-08:00,MACD+VOL,2,30,121,74.4,19555.0,267.0,-145.0,-548.0,3,0.79,161.6,19475.0
04:00-08:00,STOCH+VWAP+VOL,3,30,130,73.1,19750.0,262.0,-146.0,-1508.0,7,0.81,151.9,19194.0
06:00-10:00,STOCH+BB+MACD+VOL,4,30,139,69.1,19448.0,270.0,-149.0,-924.0,6,0.71,139.9,19162.0
06:00-10:00,STOCH+VOL,2,30,134,70.1,19433.0,268.0,-143.0,-924.0,6,0.73,145.0,19153.0
04:00-08:00,MACD+VWAP+VOL,3,30,123,73.2,19339.0,267.0,-142.0,-928.0,6,0.78,157.2,19066.0
04:00-08:00,BB+MACD+VWAP+VOL,4,30,126,71.4,19027.0,269.0,-143.0,-774.0,5,0.75,151.0,18825.0
04:00-08:00,STOCH+VOL,2,30,130,71.5,19221.0,265.0,-146.0,-1355.0,5,0.75,147.9,18729.0
06:00-10:00,MACD+VWAP+VOL,3,30,134,69.4,18791.0,267.0,-147.0,-675.0,5,0.68,140.2,18624.0
04:00-08:00,BB+VOL,2,30,124,71.0,18779.0,270.0,-140.0,-1035.0,5,0.75,151.4,18447.0
04:00-08:00,STOCH+MACD+VWAP+VOL,4,30,131,71.0,18960.0,264.0,-147.0,-1487.0,7,0.73,144.7,18398.0
06:00-10:00,STOCH+VWAP+VOL,3,30,136,68.4,18675.0,267.0,-144.0,-924.0,6,0.69,137.3,18385.0
04:00-08:00,STOCH+BB+VWAP+VOL,4,30,130,70.8,18968.0,266.0,-145.0,-1805.0,7,0.75,145.9,18251.0
06:00-10:00,STOCH+BB+VWAP+VOL,4,30,141,67.4,18448.0,266.0,-147.0,-770.0,5,0.68,130.8,18232.0
04:00-08:00,STOCH+MACD+VOL,3,30,131,69.5,18430.0,267.0,-147.0,-1334.0,5,0.68,140.7,17935.0
06:00-10:00,STOCH+BB+VOL,3,30,138,67.4,18206.0,267.0,-147.0,-924.0,6,0.66,131.9,17910.0
06:00-10:00,BB+MACD+VWAP+VOL,4,30,142,66.2,18034.0,267.0,-148.0,-675.0,5,0.64,127.0,17857.0
06:00-10:00,BB+MACD+VOL,3,30,137,66.4,17829.0,271.0,-148.0,-829.0,6,0.63,130.1,17573.0
04:00-08:00,STOCH+BB+VOL,3,30,131,69.5,18219.0,264.0,-146.0,-1805.0,7,0.7,139.1,17492.0
04:00-08:00,BB+MACD+VOL,3,30,127,68.5,17795.0,269.0,-141.0,-1014.0,5,0.67,140.1,17456.0
06:00-10:00,VWAP+VOL,2,30,132,67.4,17598.0,267.0,-144.0,-675.0,5,0.65,133.3,17424.0
08:00-12:00,VWAP+VOL,2,40,119,58.8,17527.0,393.0,-204.0,-1020.0,5,0.65,147.3,17176.0
08:00-12:00,MACD+VWAP+VOL,3,40,126,57.1,17299.0,393.0,-204.0,-1020.0,5,0.64,137.3,16945.0
06:00-10:00,BB+VOL,2,30,136,66.2,17023.0,265.0,-148.0,-829.0,6,0.6,125.2,16762.0
08:00-12:00,STOCH+VWAP+VOL,3,40,124,57.3,17107.0,393.0,-204.0,-1020.0,5,0.61,138.0,16748.0
06:00-10:00,BB+VWAP+VOL,3,30,141,65.2,16863.0,262.0,-148.0,-675.0,5,0.6,119.6,16677.0
04:00-08:00,STOCH+BB+MACD+VOL,4,30,133,67.7,17389.0,263.0,-146.0,-1784.0,7,0.64,130.7,16659.0
08:00-12:00,STOCH+MACD+VWAP+VOL,4,40,130,55.4,16483.0,393.0,-204.0,-1224.0,6,0.6,126.8,16019.0
08:00-12:00,BB+MACD+VWAP+VOL,4,40,129,55.0,16087.0,393.0,-204.0,-1032.0,5,0.6,124.7,15717.0
08:00-12:00,MACD+VOL,2,40,125,55.2,15703.0,393.0,-204.0,-1236.0,5,0.56,125.6,15225.0
08:00-12:00,STOCH+VOL,2,40,123,55.3,15511.0,393.0,-204.0,-1032.0,5,0.54,126.1,15130.0
08:00-12:00,VWAP+VOL,2,30,142,58.5,15216.0,293.0,-154.0,-770.0,5,0.68,107.2,14995.0
08:00-12:00,BB+VWAP+VOL,3,40,124,54.8,15307.0,393.0,-204.0,-1032.0,5,0.55,123.4,14928.0
08:00-12:00,BB+MACD+VOL,3,40,127,54.3,15295.0,393.0,-204.0,-1032.0,5,0.56,120.4,14919.0
08:00-12:00,STOCH+VWAP+VOL,3,30,149,57.0,15038.0,293.0,-154.0,-770.0,5,0.65,100.9,14812.0
08:00-12:00,STOCH+BB+VWAP+VOL,4,40,129,53.5,14887.0,393.0,-204.0,-1236.0,5,0.51,115.4,14398.0
08:00-12:00,STOCH+MACD+VOL,3,40,130,53.1,14683.0,393.0,-204.0,-1236.0,6,0.52,112.9,14195.0
08:00-12:00,BB+VOL,2,40,122,54.1,14515.0,393.0,-204.0,-1032.0,5,0.52,119.0,14129.0
08:00-12:00,MACD+VWAP+VOL,3,30,148,56.1,14292.0,293.0,-154.0,-770.0,5,0.64,96.6,14063.0
08:00-12:00,STOCH+VOL,2,30,146,56.2,14150.0,293.0,-154.0,-770.0,5,0.6,96.9,13912.0
08:00-12:00,STOCH+MACD+VWAP+VOL,4,30,153,54.9,13972.0,293.0,-154.0,-770.0,5,0.62,91.3,13738.0
08:00-12:00,STOCH+BB+VWAP+VOL,4,30,153,54.9,13972.0,293.0,-154.0,-936.0,5,0.58,91.3,13648.0
08:00-12:00,STOCH+BB+VOL,3,30,150,54.7,13534.0,293.0,-154.0,-936.0,5,0.56,90.2,13204.0
08:00-12:00,BB+VWAP+VOL,3,30,148,54.7,13392.0,293.0,-154.0,-782.0,5,0.55,90.5,13139.0
08:00-12:00,STOCH+BB+MACD+VOL,4,40,133,51.1,13471.0,393.0,-204.0,-1236.0,6,0.47,101.3,12972.0
08:00-12:00,MACD+VOL,2,30,144,54.9,13108.0,293.0,-154.0,-770.0,5,0.56,91.0,12862.0
08:00-12:00,BB+VOL,2,30,144,54.9,13108.0,293.0,-154.0,-782.0,5,0.54,91.0,12851.0
08:00-12:00,STOCH+BB+VOL,3,40,128,51.6,13291.0,393.0,-204.0,-1236.0,5,0.44,103.8,12787.0
08:00-12:00,STOCH+MACD+VOL,3,30,151,53.6,12930.0,293.0,-154.0,-770.0,5,0.55,85.6,12682.0
08:00-12:00,BB+MACD+VWAP+VOL,4,30,153,52.9,12622.0,293.0,-154.0,-782.0,5,0.53,82.5,12363.0
08:00-12:00,STOCH+BB+MACD+VOL,4,30,153,52.9,12622.0,293.0,-154.0,-936.0,5,0.53,82.5,12286.0
06:00-10:00,STOCH+MACD+VOL,3,20,169,59.8,12363.0,190.0,-100.0,-804.0,6,0.66,73.2,12123.0
08:00-12:00,BB+MACD+VOL,3,30,149,53.0,12338.0,293.0,-154.0,-782.0,5,0.51,82.8,12076.0
06:00-10:00,MACD+VOL,2,20,159,59.7,11694.0,190.0,-100.0,-700.0,6,0.65,73.5,11503.0
06:00-10:00,STOCH+MACD+VWAP+VOL,4,20,172,58.1,11751.0,190.0,-100.0,-804.0,6,0.62,68.3,11501.0
04:00-08:00,MACD+VOL,2,20,145,62.1,11268.0,189.0,-104.0,-428.0,4,0.68,77.7,11222.0
06:00-10:00,STOCH+VOL,2,20,164,58.5,11383.0,190.0,-100.0,-804.0,6,0.61,69.4,11131.0
06:00-10:00,MACD+VWAP+VOL,3,20,164,57.9,11174.0,190.0,-100.0,-740.0,6,0.59,68.1,10951.0
06:00-10:00,STOCH+BB+MACD+VOL,4,20,170,57.1,11059.0,190.0,-101.0,-804.0,6,0.58,65.1,10802.0
04:00-08:00,VWAP+VOL,2,20,147,60.5,10767.0,189.0,-104.0,-728.0,7,0.65,73.2,10564.0
06:00-10:00,STOCH+VWAP+VOL,3,20,167,56.9,10771.0,190.0,-100.0,-804.0,6,0.56,64.5,10510.0
06:00-10:00,BB+MACD+VWAP+VOL,4,20,169,56.2,10574.0,190.0,-101.0,-740.0,6,0.55,62.6,10341.0
04:00-08:00,STOCH+VOL,2,20,152,58.6,10484.0,191.0,-104.0,-624.0,6,0.6,69.0,10322.0
04:00-08:00,STOCH+VWAP+VOL,3,20,156,58.3,10529.0,190.0,-104.0,-832.0,8,0.62,67.5,10266.0
04:00-08:00,MACD+VWAP+VOL,3,20,150,59.3,10455.0,189.0,-104.0,-832.0,8,0.6,69.7,10190.0
06:00-10:00,VWAP+VOL,2,20,158,57.0,10298.0,190.0,-100.0,-700.0,6,0.56,65.2,10088.0
04:00-08:00,STOCH+MACD+VOL,3,20,154,57.1,10119.0,193.0,-104.0,-624.0,6,0.55,65.7,9947.0
04:00-08:00,STOCH+MACD+VWAP+VOL,4,20,158,57.0,10164.0,192.0,-104.0,-832.0,8,0.57,64.3,9890.0
04:00-08:00,BB+VWAP+VOL,3,20,155,57.4,10179.0,191.0,-104.0,-948.0,8,0.59,65.7,9852.0
06:00-10:00,BB+MACD+VOL,3,20,164,55.5,9974.0,190.0,-101.0,-740.0,6,0.51,60.8,9733.0
06:00-10:00,STOCH+BB+VOL,3,20,165,55.8,9984.0,189.0,-102.0,-804.0,6,0.52,60.5,9714.0
06:00-10:00,STOCH+BB+VWAP+VOL,4,20,171,55.0,9879.0,189.0,-102.0,-804.0,6,0.52,57.8,9609.0
04:00-08:00,STOCH+BB+VWAP+VOL,4,20,160,55.6,9757.0,193.0,-104.0,-984.0,7,0.54,61.0,9400.0
06:00-10:00,BB+VWAP+VOL,3,20,165,55.2,9521.0,187.0,-102.0,-740.0,6,0.49,57.7,9277.0
04:00-08:00,BB+VOL,2,20,151,55.6,9404.0,195.0,-104.0,-844.0,8,0.53,62.3,9116.0
04:00-08:00,BB+MACD+VWAP+VOL,4,20,159,55.3,9463.0,191.0,-104.0,-1052.0,9,0.51,59.5,9067.0
04:00-08:00,STOCH+BB+VOL,3,20,157,54.8,9308.0,194.0,-104.0,-880.0,7,0.51,59.3,8998.0
06:00-10:00,BB+VOL,2,20,160,54.4,8921.0,188.0,-102.0,-740.0,6,0.45,55.8,8669.0
04:00-08:00,STOCH+BB+MACD+VOL,4,20,160,53.1,8696.0,194.0,-104.0,-880.0,7,0.45,54.4,8374.0
04:00-08:00,BB+MACD+VOL,3,20,155,53.5,8688.0,195.0,-104.0,-948.0,9,0.46,56.1,8333.0
08:00-12:00,VWAP+VOL,2,20,173,43.9,4808.0,196.0,-104.0,-800.0,5,0.29,27.8,4489.0
08:00-12:00,STOCH+VOL,2,20,179,43.6,4784.0,196.0,-104.0,-848.0,8,0.28,26.7,4438.0
08:00-12:00,STOCH+VWAP+VOL,3,20,183,43.2,4668.0,196.0,-104.0,-952.0,8,0.27,25.5,4268.0
08:00-12:00,BB+VWAP+VOL,3,20,183,42.6,4368.0,196.0,-104.0,-1112.0,9,0.25,23.9,3884.0
08:00-12:00,STOCH+BB+VWAP+VOL,4,20,192,42.2,4332.0,196.0,-104.0,-1160.0,8,0.24,22.6,3821.0
08:00-12:00,BB+MACD+VWAP+VOL,4,20,186,41.9,4056.0,196.0,-104.0,-916.0,7,0.24,21.8,3667.0
08:00-12:00,STOCH+BB+VOL,3,20,186,41.9,4056.0,196.0,-104.0,-952.0,8,0.23,21.8,3647.0
08:00-12:00,MACD+VOL,2,20,175,42.3,4000.0,196.0,-104.0,-1008.0,6,0.25,22.9,3566.0
08:00-12:00,BB+VOL,2,20,176,42.0,3896.0,196.0,-104.0,-904.0,8,0.23,22.1,3510.0
08:00-12:00,MACD+VWAP+VOL,3,20,180,41.7,3780.0,196.0,-104.0,-1112.0,6,0.23,21.0,3291.0
08:00-12:00,STOCH+MACD+VOL,3,20,185,41.6,3860.0,196.0,-104.0,-1356.0,8,0.23,20.9,3248.0
08:00-12:00,BB+MACD+VOL,3,20,179,41.3,3584.0,196.0,-104.0,-856.0,7,0.21,20.0,3219.0
08:00-12:00,STOCH+MACD+VWAP+VOL,4,20,188,41.5,3848.0,196.0,-104.0,-1460.0,8,0.23,20.5,3184.0
08:00-12:00,STOCH+BB+MACD+VOL,4,20,188,40.4,3248.0,196.0,-104.0,-1100.0,8,0.19,17.3,2756.0
06:00-10:00,BB+MACD+VWAP,3,20,51,45.1,1297.0,183.0,-104.0,-548.0,5,0.24,25.4,1095.0
08:00-12:00,BB+MACD,2,20,49,42.9,1204.0,196.0,-104.0,-624.0,6,0.21,24.6,956.0
08:00-12:00,BB+MACD,2,30,48,39.6,1158.0,296.0,-154.0,-948.0,6,0.14,24.1,732.0
08:00-12:00,BB+MACD,2,40,45,37.8,1212.0,396.0,-197.0,-1224.0,6,0.11,26.9,641.0
06:00-10:00,MACD+VWAP,2,20,35,45.7,861.0,177.0,-104.0,-636.0,5,0.19,24.6,605.0
06:00-10:00,BB+MACD,2,20,44,40.9,701.0,189.0,-104.0,-544.0,5,0.15,15.9,479.0
06:00-10:00,BB+MACD,2,40,38,47.4,836.0,244.0,-177.0,-918.0,5,0.11,22.0,423.0
08:00-12:00,BB+MACD+VWAP,3,20,59,39.0,764.0,196.0,-104.0,-832.0,8,0.12,12.9,391.0
08:00-12:00,BB+MACD+VWAP,3,40,50,36.0,792.0,396.0,-198.0,-1224.0,6,0.07,15.8,212.0
06:00-10:00,MACD+VWAP,2,30,33,45.5,453.0,209.0,-149.0,-579.0,3,0.08,13.7,203.0
08:00-12:00,MACD+VWAP,2,40,41,36.6,636.0,396.0,-204.0,-1224.0,6,0.07,15.5,56.0
06:00-10:00,STOCH+MACD,2,20,60,38.3,554.0,185.0,-100.0,-1144.0,11,0.08,9.2,16.0
06:00-10:00,BB+VWAP,2,20,33,39.4,119.0,169.0,-104.0,-697.0,3,0.03,3.6,-204.0
06:00-10:00,BB+MACD+VWAP,3,40,41,43.9,177.0,234.0,-175.0,-977.0,3,0.02,4.3,-285.0
06:00-10:00,MACD+VWAP,2,40,33,45.5,58.0,218.0,-178.0,-1000.0,4,0.01,1.8,-417.0
06:00-10:00,BB+MACD,2,30,40,40.0,24.0,227.0,-150.0,-962.0,6,0.0,0.6,-436.0
06:00-10:00,STOCH+MACD,2,30,50,40.0,-91.0,212.0,-145.0,-797.0,6,-0.01,-1.8,-473.0
08:00-12:00,BB+MACD+VWAP,3,30,57,35.1,222.0,296.0,-154.0,-1446.0,7,0.02,3.9,-479.0
08:00-12:00,MACD+VWAP,2,20,46,32.6,-284.0,196.0,-104.0,-728.0,7,-0.06,-6.2,-644.0
08:00-12:00,STOCH+BB+MACD,3,30,68,35.3,328.0,296.0,-154.0,-2156.0,14,0.03,4.8,-727.0
06:00-10:00,STOCH+MACD+VWAP,3,20,66,34.8,-166.0,181.0,-100.0,-1376.0,13,-0.02,-2.5,-841.0
04:00-08:00,MACD+VWAP,2,40,30,40.0,-137.0,255.0,-178.0,-1614.0,6,-0.02,-4.6,-928.0
06:00-10:00,BB+MACD+VWAP,3,30,46,39.1,-376.0,213.0,-151.0,-1216.0,4,-0.05,-8.2,-975.0
08:00-12:00,STOCH+BB+MACD+VWAP,4,30,73,34.2,8.0,296.0,-154.0,-2180.0,14,0.0,0.1,-1065.0
08:00-12:00,BB+VWAP,2,20,37,29.7,-548.0,196.0,-104.0,-1052.0,6,-0.14,-14.8,-1087.0
06:00-10:00,STOCH+MACD,2,40,46,41.3,-548.0,230.0,-182.0,-1139.0,5,-0.06,-11.9,-1108.0
08:00-12:00,STOCH+MACD+VWAP,3,30,68,33.8,-122.0,296.0,-154.0,-2002.0,13,-0.01,-1.8,-1108.0
08:00-12:00,STOCH+MACD,2,20,70,31.4,-680.0,196.0,-104.0,-1064.0,8,-0.1,-9.7,-1216.0
08:00-12:00,MACD+VWAP,2,30,45,31.1,-630.0,296.0,-154.0,-1244.0,6,-0.09,-14.0,-1254.0
08:00-12:00,STOCH+BB+MACD,3,20,74,31.1,-796.0,196.0,-104.0,-1084.0,9,-0.11,-10.8,-1344.0
04:00-08:00,MACD+VWAP,2,30,32,34.4,-739.0,207.0,-143.0,-1312.0,6,-0.14,-23.1,-1405.0
06:00-10:00,STOCH+VWAP,2,20,50,30.0,-779.0,181.0,-100.0,-1260.0,12,-0.14,-15.6,-1422.0
04:00-08:00,STOCH+MACD+VWAP,3,40,45,42.2,-724.0,206.0,-178.0,-1528.0,5,-0.08,-16.1,-1483.0
08:00-12:00,STOCH+BB+MACD+VWAP,4,20,81,30.9,-924.0,196.0,-104.0,-1180.0,9,-0.12,-11.4,-1522.0
06:00-10:00,STOCH+MACD+VWAP,3,30,55,36.4,-962.0,202.0,-143.0,-1143.0,7,-0.12,-17.5,-1539.0
04:00-08:00,BB+VWAP,2,30,28,32.1,-929.0,209.0,-148.0,-1213.0,6,-0.25,-33.2,-1570.0
08:00-12:00,STOCH+MACD+VWAP,3,20,76,30.3,-1004.0,196.0,-104.0,-1188.0,8,-0.14,-13.2,-1610.0
04:00-08:00,BB+VWAP,2,20,33,27.3,-872.0,180.0,-104.0,-1552.0,7,-0.22,-26.4,-1677.0
04:00-08:00,STOCH+VWAP,2,40,35,42.9,-987.0,172.0,-178.0,-1395.0,3,-0.17,-28.2,-1697.0
06:00-10:00,STOCH+BB+MACD+VWAP,4,20,70,31.4,-977.0,180.0,-103.0,-1456.0,14,-0.14,-14.0,-1717.0
06:00-10:00,STOCH+BB+MACD,3,20,66,30.3,-1065.0,183.0,-103.0,-1516.0,14,-0.15,-16.1,-1838.0
04:00-08:00,STOCH+MACD,2,40,46,41.3,-1102.0,197.0,-179.0,-1536.0,4,-0.12,-24.0,-1873.0
08:00-12:00,STOCH+MACD,2,30,64,31.2,-856.0,296.0,-154.0,-2168.0,13,-0.08,-13.4,-1939.0
04:00-08:00,BB+MACD+VWAP,3,30,42,33.3,-1223.0,205.0,-146.0,-1463.0,5,-0.21,-29.1,-1980.0
06:00-10:00,STOCH+BB+MACD+VWAP,4,30,60,36.7,-1178.0,202.0,-148.0,-1715.0,7,-0.13,-19.6,-2043.0
08:00-12:00,BB+VWAP,2,30,34,26.5,-1186.0,296.0,-154.0,-2026.0,10,-0.21,-34.9,-2228.0
04:00-08:00,STOCH+BB+MACD+VWAP,4,40,48,39.6,-1240.0,211.0,-181.0,-2044.0,6,-0.14,-25.8,-2270.0
06:00-10:00,STOCH+MACD+VWAP,3,40,50,38.0,-1470.0,215.0,-179.0,-1604.0,6,-0.16,-29.4,-2284.0
04:00-08:00,BB+VWAP,2,40,27,29.6,-1398.0,244.0,-176.0,-1922.0,4,-0.28,-51.8,-2400.0
06:00-10:00,STOCH+BB+VWAP,3,30,48,33.3,-1521.0,192.0,-143.0,-1758.0,13,-0.22,-31.7,-2428.0
04:00-08:00,STOCH+BB+VWAP,3,40,38,39.5,-1503.0,178.0,-182.0,-1911.0,4,-0.25,-39.6,-2489.0
04:00-08:00,STOCH+MACD,2,30,53,35.8,-1606.0,182.0,-149.0,-1743.0,4,-0.21,-30.3,-2502.0
08:00-12:00,STOCH+BB,2,30,50,28.0,-1400.0,296.0,-154.0,-2180.0,12,-0.14,-28.0,-2505.0
06:00-10:00,BB+VWAP,2,30,30,30.0,-1597.0,171.0,-149.0,-1797.0,5,-0.39,-53.2,-2558.0
04:00-08:00,MACD+VWAP,2,20,34,20.6,-1646.0,166.0,-104.0,-1738.0,7,-0.42,-48.4,-2589.0
06:00-10:00,STOCH+VWAP,2,30,43,30.2,-1660.0,190.0,-138.0,-1795.0,11,-0.27,-38.6,-2597.0
08:00-12:00,STOCH+BB+VWAP,3,30,54,27.8,-1566.0,296.0,-154.0,-2038.0,12,-0.16,-29.0,-2602.0
04:00-08:00,BB+MACD+VWAP,3,40,39,30.8,-1590.0,270.0,-179.0,-2271.0,7,-0.2,-40.8,-2750.0
04:00-08:00,STOCH+MACD,2,20,56,25.0,-1868.0,179.0,-104.0,-1960.0,12,-0.31,-33.3,-2896.0
08:00-12:00,STOCH+VWAP,2,30,50,26.0,-1850.0,296.0,-154.0,-2180.0,13,-0.22,-37.0,-2972.0
06:00-10:00,STOCH+BB+VWAP,3,20,54,24.1,-1890.0,178.0,-103.0,-2086.0,15,-0.37,-35.0,-2995.0
08:00-12:00,STOCH+VWAP,2,40,45,26.7,-1870.0,396.0,-201.0,-2244.0,11,-0.18,-41.6,-3015.0
04:00-08:00,BB+MACD+VWAP,3,20,47,23.4,-1798.0,177.0,-104.0,-2374.0,12,-0.34,-38.3,-3042.0
06:00-10:00,STOCH+BB,2,20,50,22.0,-1979.0,184.0,-103.0,-2175.0,13,-0.39,-39.6,-3133.0
06:00-10:00,STOCH+BB+MACD,3,30,56,32.1,-2039.0,199.0,-148.0,-2173.0,6,-0.24,-36.4,-3158.0
04:00-08:00,BB+MACD,2,20,41,19.5,-1935.0,187.0,-104.0,-2315.0,12,-0.42,-47.2,-3167.0
04:00-08:00,STOCH+VWAP,2,20,51,23.5,-2016.0,170.0,-104.0,-2200.0,10,-0.41,-39.5,-3187.0
04:00-08:00,BB+MACD,2,30,39,25.6,-2049.0,208.0,-142.0,-2156.0,5,-0.39,-52.5,-3191.0
04:00-08:00,STOCH+BB+MACD,3,40,47,36.2,-1983.0,204.0,-182.0,-2417.0,6,-0.22,-42.2,-3218.0
08:00-12:00,STOCH+BB,2,20,54,22.2,-2016.0,196.0,-104.0,-2304.0,12,-0.37,-37.3,-3232.0
04:00-08:00,BB+MACD,2,40,36,25.0,-2016.0,293.0,-173.0,-2377.0,7,-0.27,-56.0,-3247.0
08:00-12:00,BB+VWAP,2,40,29,20.7,-2124.0,396.0,-196.0,-2280.0,9,-0.34,-73.2,-3321.0
04:00-08:00,STOCH+MACD+VWAP,3,30,53,34.0,-2084.0,174.0,-149.0,-2452.0,6,-0.29,-39.3,-3351.0
08:00-12:00,STOCH+BB+VWAP,3,20,61,23.0,-2144.0,196.0,-104.0,-2328.0,12,-0.37,-35.1,-3370.0
04:00-08:00,STOCH+VWAP,2,30,42,33.3,-2143.0,150.0,-151.0,-2414.0,6,-0.41,-51.0,-3415.0
04:00-08:00,STOCH+BB,2,40,37,35.1,-2246.0,164.0,-182.0,-2284.0,4,-0.38,-60.7,-3446.0
08:00-12:00,STOCH+VWAP,2,20,56,21.4,-2224.0,196.0,-104.0,-2408.0,13,-0.42,-39.7,-3502.0
16:00-20:00,STOCH+BB+RSI,3,20,223,5.8,-19292.0,196.0,-104.0,-19292.0,46,-2.11,-86.5,-9999.0
16:00-20:00,STOCH+BB+VWAP,3,40,141,20.6,-13335.0,328.0,-204.0,-13335.0,20,-0.71,-94.6,-9999.0
16:00-20:00,STOCH+BB+VWAP,3,30,141,14.2,-13440.0,260.0,-154.0,-13736.0,25,-0.97,-95.3,-9999.0
16:00-20:00,STOCH+BB+VWAP,3,20,141,8.5,-11064.0,196.0,-104.0,-11064.0,41,-1.46,-78.5,-9999.0
16:00-20:00,VWAP+VOL,2,40,132,19.7,-11493.0,386.0,-203.0,-11889.0,17,-0.49,-87.1,-9999.0
16:00-20:00,RSI+VOL,2,30,192,12.0,-19385.0,289.0,-154.0,-19965.0,34,-1.07,-101.0,-9999.0
16:00-20:00,RSI+VOL,2,40,187,17.6,-18585.0,380.0,-202.0,-18981.0,20,-0.68,-99.4,-9999.0
16:00-20:00,STOCH+BB+MACD,3,40,154,24.0,-11132.0,344.0,-204.0,-11504.0,15,-0.5,-72.3,-9999.0
16:00-20:00,STOCH+BB+MACD,3,30,157,15.3,-13592.0,287.0,-154.0,-13888.0,30,-0.87,-86.6,-9999.0
16:00-20:00,RSI+VOL,2,20,192,7.8,-15468.0,196.0,-104.0,-15468.0,33,-1.56,-80.6,-9999.0
