session,combo,n_ind,stop,trades,win_rate,pnl,avg_win,avg_loss,max_dd,consec_L,sharpe,exp,score
13:00-17:00,STOCH+BB+RSI+VOL,4,40,240,20.8,-18960.0,396.0,-204.0,-19152.0,15,-0.64,-79.0,-9999.0
13:00-17:00,STOCH+BB+RSI+VOL,4,30,248,18.5,-17492.0,296.0,-154.0,-17492.0,22,-0.8,-70.5,-9999.0
13:00-17:00,STOCH+BB+MACD+RSI,4,40,235,21.3,-17940.0,396.0,-204.0,-18300.0,14,-0.59,-76.3,-9999.0
13:00-17:00,STOCH+BB+VWAP+VOL,4,40,206,22.3,-14424.0,396.0,-204.0,-14424.0,10,-0.53,-70.0,-9999.0
13:00-17:00,STOCH+BB+VWAP+VOL,4,30,214,19.2,-14506.0,296.0,-154.0,-14506.0,14,-0.74,-67.8,-9999.0
13:00-17:00,STOCH+BB+VWAP+VOL,4,20,216,11.6,-14964.0,196.0,-104.0,-14964.0,23,-1.28,-69.3,-9999.0
13:00-17:00,STOCH+BB+VWAP+RSI,4,40,233,21.5,-17532.0,396.0,-204.0,-17724.0,12,-0.64,-75.2,-9999.0
13:00-17:00,STOCH+BB+VWAP+RSI,4,30,240,17.5,-18060.0,296.0,-154.0,-18202.0,20,-0.85,-75.2,-9999.0
13:00-17:00,STOCH+BB+VWAP+RSI,4,20,241,11.2,-16964.0,196.0,-104.0,-17056.0,24,-1.35,-70.4,-9999.0
13:00-17:00,STOCH+BB+MACD+VOL,4,40,214,21.5,-16056.0,396.0,-204.0,-16056.0,11,-0.52,-75.0,-9999.0
13:00-17:00,STOCH+BB+MACD+VOL,4,30,222,18.5,-15738.0,296.0,-154.0,-15738.0,16,-0.73,-70.9,-9999.0
13:00-17:00,STOCH+BB+MACD+VOL,4,20,225,10.2,-16500.0,196.0,-104.0,-16500.0,33,-1.4,-73.3,-9999.0
13:00-17:00,STOCH+BB+RSI+VOL,4,20,249,11.2,-17496.0,196.0,-104.0,-17496.0,19,-1.48,-70.3,-9999.0
10:00-14:00,BB+MACD+VWAP,3,30,89,22.5,-4706.0,296.0,-154.0,-4706.0,8,-0.39,-52.9,-9999.0
10:00-14:00,BB+MACD+VWAP,3,20,89,10.1,-6556.0,196.0,-104.0,-6556.0,30,-1.02,-73.7,-9999.0
10:00-14:00,STOCH+RSI+VOL,3,40,233,16.3,-24995.0,389.0,-204.0,-24995.0,21,-0.82,-107.3,-9999.0
10:00-14:00,STOCH+RSI+VOL,3,30,238,13.4,-22415.0,291.0,-154.0,-22415.0,22,-0.99,-94.2,-9999.0
10:00-14:00,STOCH+RSI+VOL,3,20,243,11.1,-17172.0,196.0,-104.0,-17252.0,29,-1.6,-70.7,-9999.0
10:00-14:00,STOCH+VWAP+VOL,3,40,170,27.6,-6676.0,392.0,-204.0,-9336.0,17,-0.22,-39.3,-9999.0
10:00-14:00,STOCH+VWAP+VOL,3,30,177,22.0,-9708.0,296.0,-154.0,-10690.0,24,-0.44,-54.8,-9999.0
10:00-14:00,STOCH+VWAP+VOL,3,20,184,14.1,-11336.0,196.0,-104.0,-11532.0,19,-1.14,-61.6,-9999.0
13:00-17:00,BB+VWAP,2,30,64,15.6,-5356.0,296.0,-154.0,-5640.0,13,-0.66,-83.7,-9999.0
10:00-14:00,STOCH+VWAP+RSI,3,30,238,9.7,-26465.0,289.0,-154.0,-26465.0,23,-1.43,-111.2,-9999.0
10:00-14:00,STOCH+VWAP+RSI,3,20,239,8.4,-18856.0,196.0,-104.0,-18936.0,35,-1.81,-78.9,-9999.0
10:00-14:00,STOCH+MACD+VOL,3,40,188,29.8,-5092.0,390.0,-204.0,-8724.0,20,-0.15,-27.1,-9999.0
10:00-14:00,STOCH+MACD+VOL,3,30,194,21.6,-10976.0,296.0,-154.0,-11568.0,26,-0.49,-56.6,-9999.0
10:00-14:00,STOCH+MACD+VOL,3,20,202,12.9,-13208.0,196.0,-104.0,-13404.0,23,-1.34,-65.4,-9999.0
10:00-14:00,STOCH+MACD+RSI,3,40,235,15.7,-26003.0,389.0,-204.0,-26171.0,17,-0.81,-110.7,-9999.0
10:00-14:00,STOCH+MACD+RSI,3,30,240,11.2,-24973.0,290.0,-154.0,-24973.0,22,-1.24,-104.1,-9999.0
10:00-14:00,STOCH+MACD+RSI,3,20,243,9.1,-18672.0,196.0,-104.0,-18752.0,30,-1.86,-76.8,-9999.0
10:00-14:00,STOCH+VWAP+RSI,3,40,234,13.2,-29399.0,388.0,-204.0,-29399.0,23,-1.02,-125.6,-9999.0
10:00-14:00,MACD+VWAP+RSI,3,30,212,9.9,-23361.0,288.0,-154.0,-23361.0,36,-1.26,-110.2,-9999.0
10:00-14:00,MACD+VWAP+RSI,3,20,213,8.0,-17052.0,196.0,-104.0,-17132.0,36,-1.71,-80.1,-9999.0
10:00-14:00,BB+RSI+VOL,3,40,229,18.8,-21179.0,390.0,-204.0,-21179.0,16,-0.69,-92.5,-9999.0
10:00-14:00,BB+RSI+VOL,3,30,232,16.4,-18791.0,292.0,-154.0,-18791.0,27,-0.8,-81.0,-9999.0
10:00-14:00,BB+RSI+VOL,3,20,237,11.0,-16848.0,196.0,-104.0,-16928.0,23,-1.61,-71.1,-9999.0
10:00-14:00,BB+VWAP+VOL,3,40,153,32.0,-2008.0,392.0,-204.0,-3888.0,11,-0.07,-13.1,-9999.0
10:00-14:00,BB+VWAP+VOL,3,30,161,25.5,-6344.0,296.0,-154.0,-6936.0,13,-0.32,-39.4,-9999.0
10:00-14:00,BB+VWAP+VOL,3,20,165,13.9,-10260.0,196.0,-104.0,-10456.0,23,-1.02,-62.2,-9999.0
10:00-14:00,BB+MACD+VWAP,3,40,87,29.9,-2148.0,396.0,-204.0,-3984.0,8,-0.12,-24.7,-9999.0
10:00-14:00,BB+VWAP+RSI,3,30,222,11.3,-23101.0,289.0,-154.0,-23101.0,36,-1.18,-104.1,-9999.0
10:00-14:00,BB+VWAP+RSI,3,20,224,8.9,-17296.0,196.0,-104.0,-17376.0,39,-1.7,-77.2,-9999.0
10:00-14:00,BB+MACD+VOL,3,40,168,35.7,1388.0,390.0,-204.0,-3684.0,7,0.05,8.3,-9999.0
10:00-14:00,BB+MACD+VOL,3,30,177,27.1,-5658.0,296.0,-154.0,-6250.0,13,-0.26,-32.0,-9999.0
10:00-14:00,BB+MACD+VOL,3,20,182,13.2,-11728.0,196.0,-104.0,-11924.0,26,-1.2,-64.4,-9999.0
10:00-14:00,BB+MACD+RSI,3,40,218,14.7,-25535.0,388.0,-204.0,-25535.0,29,-0.9,-117.1,-9999.0
10:00-14:00,BB+MACD+RSI,3,30,222,12.6,-21751.0,290.0,-154.0,-21751.0,25,-1.05,-98.0,-9999.0
10:00-14:00,BB+MACD+RSI,3,20,223,9.4,-16892.0,196.0,-104.0,-16972.0,38,-1.61,-75.7,-9999.0
10:00-14:00,BB+VWAP+RSI,3,40,218,12.4,-28535.0,386.0,-204.0,-28535.0,29,-1.13,-130.9,-9999.0
10:00-14:00,VWAP+VOL,2,20,147,13.6,-9288.0,196.0,-104.0,-9484.0,18,-0.99,-63.2,-9999.0
10:00-14:00,VWAP+RSI,2,40,203,10.3,-29075.0,383.0,-204.0,-29075.0,28,-1.27,-143.2,-9999.0
10:00-14:00,VWAP+RSI,2,30,206,9.2,-23337.0,287.0,-154.0,-23337.0,36,-1.29,-113.3,-9999.0
10:00-14:00,VWAP+RSI,2,20,209,7.7,-16936.0,196.0,-104.0,-17016.0,34,-1.76,-81.0,-9999.0
10:00-14:00,MACD+VOL,2,40,155,32.9,-1360.0,389.0,-204.0,-5400.0,10,-0.04,-8.8,-9999.0
10:00-14:00,MACD+VOL,2,30,161,24.8,-6794.0,296.0,-154.0,-7480.0,13,-0.32,-42.2,-9999.0
10:00-14:00,MACD+VOL,2,20,164,12.8,-10756.0,196.0,-104.0,-10952.0,20,-1.24,-65.6,-9999.0
10:00-14:00,MACD+RSI,2,40,201,13.9,-24467.0,387.0,-204.0,-24467.0,18,-0.91,-121.7,-9999.0
10:00-14:00,STOCH+MACD+VWAP,3,40,130,23.8,-8064.0,391.0,-204.0,-9240.0,13,-0.36,-62.0,-9999.0
10:00-14:00,MACD+RSI,2,20,204,7.8,-16416.0,196.0,-104.0,-16496.0,32,-1.76,-80.5,-9999.0
10:00-14:00,MACD+VWAP,2,40,69,24.6,-3876.0,396.0,-204.0,-3948.0,7,-0.26,-56.2,-9999.0
10:00-14:00,MACD+VWAP,2,30,69,15.9,-5676.0,296.0,-154.0,-5676.0,11,-0.59,-82.3,-9999.0
10:00-14:00,MACD+VWAP,2,20,69,5.8,-5976.0,196.0,-104.0,-5976.0,25,-1.35,-86.6,-9999.0
10:00-14:00,BB+VOL,2,40,147,33.3,-784.0,392.0,-204.0,-3876.0,8,-0.03,-5.3,-9999.0
10:00-14:00,BB+VOL,2,30,154,27.3,-4816.0,296.0,-154.0,-5408.0,11,-0.25,-31.3,-9999.0
10:00-14:00,BB+VOL,2,20,159,14.5,-9636.0,196.0,-104.0,-9832.0,21,-0.99,-60.6,-9999.0
10:00-14:00,BB+RSI,2,40,213,12.2,-28115.0,386.0,-204.0,-28115.0,29,-1.13,-132.0,-9999.0
10:00-14:00,MACD+RSI,2,30,203,9.9,-22425.0,288.0,-154.0,-22425.0,25,-1.28,-110.5,-9999.0
10:00-14:00,STOCH+MACD+VWAP,3,30,134,17.2,-10286.0,296.0,-154.0,-10878.0,20,-0.65,-76.8,-9999.0
10:00-14:00,STOCH+MACD+VWAP,3,20,139,9.4,-10556.0,196.0,-104.0,-10752.0,24,-1.26,-75.9,-9999.0
10:00-14:00,STOCH+BB+VOL,3,40,177,31.1,-3304.0,392.0,-204.0,-6756.0,11,-0.11,-18.7,-9999.0
10:00-14:00,STOCH+BB+VOL,3,30,185,25.4,-7340.0,296.0,-154.0,-8168.0,11,-0.34,-39.7,-9999.0
10:00-14:00,STOCH+BB+VOL,3,20,194,14.4,-11776.0,196.0,-104.0,-11972.0,21,-1.17,-60.7,-9999.0
10:00-14:00,STOCH+BB+RSI,3,40,233,15.0,-26795.0,388.0,-204.0,-26795.0,16,-0.85,-115.0,-9999.0
10:00-14:00,STOCH+BB+RSI,3,30,241,11.6,-24677.0,290.0,-154.0,-24677.0,21,-1.17,-102.4,-9999.0
10:00-14:00,STOCH+BB+RSI,3,20,244,10.2,-17876.0,196.0,-104.0,-17956.0,36,-1.58,-73.3,-9999.0
10:00-14:00,VWAP+VOL,2,30,143,23.8,-6722.0,296.0,-154.0,-7314.0,16,-0.34,-47.0,-9999.0
10:00-14:00,STOCH+BB+VWAP,3,30,111,20.7,-6744.0,296.0,-154.0,-7750.0,14,-0.4,-60.8,-9999.0
10:00-14:00,STOCH+BB+VWAP,3,20,113,14.2,-6952.0,196.0,-104.0,-7148.0,17,-0.86,-61.5,-9999.0
10:00-14:00,STOCH+BB+MACD,3,40,135,26.7,-6084.0,392.0,-204.0,-7260.0,12,-0.27,-45.1,-9999.0
10:00-14:00,STOCH+BB+MACD,3,30,143,18.9,-9872.0,296.0,-154.0,-10464.0,15,-0.6,-69.0,-9999.0
10:00-14:00,STOCH+BB+MACD,3,20,149,10.7,-10696.0,196.0,-104.0,-10892.0,26,-1.21,-71.8,-9999.0
10:00-14:00,RSI+VOL,2,40,215,15.8,-23723.0,388.0,-204.0,-23723.0,39,-0.81,-110.3,-9999.0
10:00-14:00,RSI+VOL,2,30,217,13.8,-20081.0,291.0,-154.0,-20081.0,37,-0.9,-92.5,-9999.0
10:00-14:00,RSI+VOL,2,20,223,10.3,-16292.0,196.0,-104.0,-16372.0,27,-1.52,-73.1,-9999.0
10:00-14:00,VWAP+VOL,2,40,137,29.9,-3544.0,391.0,-204.0,-5220.0,11,-0.12,-25.9,-9999.0
10:00-14:00,STOCH+BB+VWAP,3,40,108,24.1,-6432.0,396.0,-204.0,-8160.0,13,-0.29,-59.6,-9999.0
10:00-14:00,MACD+VWAP+RSI+VOL,4,40,233,16.7,-24395.0,389.0,-204.0,-24395.0,31,-0.79,-104.7,-9999.0
10:00-14:00,MACD+VWAP+RSI+VOL,4,30,237,13.5,-22261.0,291.0,-154.0,-22261.0,39,-0.97,-93.9,-9999.0
10:00-14:00,MACD+VWAP+RSI+VOL,4,20,240,8.8,-18660.0,196.0,-104.0,-18740.0,41,-1.92,-77.8,-9999.0
10:00-14:00,BB+VWAP+RSI+VOL,4,40,232,18.5,-21791.0,390.0,-204.0,-21791.0,33,-0.72,-93.9,-9999.0
10:00-14:00,BB+VWAP+RSI+VOL,4,30,236,15.7,-19857.0,292.0,-154.0,-19857.0,39,-0.84,-84.1,-9999.0
10:00-14:00,BB+VWAP+RSI+VOL,4,20,241,10.8,-17264.0,196.0,-104.0,-17344.0,23,-1.62,-71.6,-9999.0
10:00-14:00,BB+MACD+RSI+VOL,4,40,234,19.7,-20399.0,390.0,-204.0,-20399.0,16,-0.63,-87.2,-9999.0
10:00-14:00,BB+MACD+RSI+VOL,4,30,238,17.2,-18365.0,292.0,-154.0,-18365.0,27,-0.73,-77.2,-9999.0
10:00-14:00,MACD+VWAP+RSI,3,40,210,12.9,-26903.0,386.0,-204.0,-26903.0,27,-0.99,-128.1,-9999.0
10:00-14:00,BB+MACD+VWAP+VOL,4,40,172,34.9,572.0,390.0,-204.0,-3288.0,11,0.02,3.3,-9999.0
10:00-14:00,BB+MACD+VWAP+VOL,4,30,182,25.8,-6878.0,296.0,-154.0,-7470.0,14,-0.31,-37.8,-9999.0
10:00-14:00,BB+MACD+VWAP+VOL,4,20,186,12.9,-12144.0,196.0,-104.0,-12340.0,26,-1.25,-65.3,-9999.0
10:00-14:00,BB+MACD+VWAP+RSI,4,40,221,15.4,-24947.0,388.0,-204.0,-24947.0,29,-0.87,-112.9,-9999.0
10:00-14:00,BB+MACD+VWAP+RSI,4,30,225,12.9,-21763.0,290.0,-154.0,-21763.0,25,-1.04,-96.7,-9999.0
10:00-14:00,BB+MACD+VWAP+RSI,4,20,226,9.3,-17204.0,196.0,-104.0,-17284.0,39,-1.64,-76.1,-9999.0
10:00-14:00,STOCH+VWAP+RSI+VOL,4,40,236,15.3,-26807.0,389.0,-204.0,-26807.0,25,-0.93,-113.6,-9999.0
10:00-14:00,STOCH+VWAP+RSI+VOL,4,30,241,12.9,-23327.0,291.0,-154.0,-23327.0,22,-1.06,-96.8,-9999.0
10:00-14:00,BB+MACD+RSI+VOL,4,20,242,9.9,-17968.0,196.0,-104.0,-18048.0,40,-1.85,-74.2,-9999.0
13:00-17:00,BB+VWAP,2,20,64,6.2,-5456.0,196.0,-104.0,-5640.0,46,-1.2,-85.2,-9999.0
13:00-17:00,BB+MACD,2,40,101,19.8,-8604.0,396.0,-204.0,-9552.0,31,-0.44,-85.2,-9999.0
13:00-17:00,BB+MACD,2,30,102,21.6,-5808.0,296.0,-154.0,-6506.0,16,-0.42,-56.9,-9999.0
13:00-17:00,BB+MACD,2,20,102,8.8,-7908.0,196.0,-104.0,-7908.0,37,-1.12,-77.5,-9999.0
13:00-17:00,STOCH+VOL,2,40,189,20.6,-15156.0,396.0,-204.0,-15156.0,12,-0.55,-80.2,-9999.0
13:00-17:00,STOCH+VOL,2,30,196,18.4,-13984.0,296.0,-154.0,-14126.0,13,-0.73,-71.3,-9999.0
13:00-17:00,STOCH+VOL,2,20,199,10.6,-14396.0,196.0,-104.0,-14396.0,28,-1.26,-72.3,-9999.0
13:00-17:00,STOCH+RSI,2,40,212,20.3,-17448.0,396.0,-204.0,-17448.0,12,-0.65,-82.3,-9999.0
13:00-17:00,STOCH+BB,2,20,136,8.1,-10844.0,196.0,-104.0,-10844.0,29,-1.18,-79.7,-9999.0
13:00-17:00,STOCH+RSI,2,20,221,10.9,-15784.0,196.0,-104.0,-15876.0,22,-1.33,-71.4,-9999.0
13:00-17:00,STOCH+VWAP,2,40,128,21.9,-9312.0,396.0,-204.0,-9312.0,11,-0.46,-72.8,-9999.0
13:00-17:00,STOCH+VWAP,2,30,130,16.2,-10570.0,296.0,-154.0,-10570.0,16,-0.79,-81.3,-9999.0
13:00-17:00,STOCH+VWAP,2,20,130,6.9,-10820.0,196.0,-104.0,-10820.0,28,-1.33,-83.2,-9999.0
13:00-17:00,STOCH+MACD,2,40,147,19.7,-12588.0,396.0,-204.0,-12780.0,15,-0.58,-85.6,-9999.0
13:00-17:00,STOCH+MACD,2,30,152,17.8,-11258.0,296.0,-154.0,-11400.0,15,-0.73,-74.1,-9999.0
13:00-17:00,STOCH+MACD,2,20,154,9.7,-11516.0,196.0,-104.0,-11516.0,28,-1.1,-74.8,-9999.0
13:00-17:00,STOCH+BB,2,40,133,18.8,-12132.0,396.0,-204.0,-12132.0,12,-0.52,-91.2,-9999.0
13:00-17:00,STOCH+BB,2,30,136,14.0,-12394.0,296.0,-154.0,-12394.0,18,-0.85,-91.1,-9999.0
13:00-17:00,STOCH+RSI,2,30,220,17.7,-16330.0,296.0,-154.0,-16472.0,17,-0.77,-74.2,-9999.0
10:00-14:00,STOCH+BB+MACD+VOL,4,30,203,23.6,-9662.0,296.0,-154.0,-10254.0,15,-0.43,-47.6,-9999.0
10:00-14:00,STOCH+BB+MACD+VOL,4,20,212,13.2,-13648.0,196.0,-104.0,-13844.0,24,-1.41,-64.4,-9999.0
10:00-14:00,STOCH+BB+MACD+RSI,4,40,239,16.7,-24756.0,396.0,-204.0,-24924.0,16,-0.74,-103.6,-9999.0
10:00-14:00,STOCH+BB+MACD+RSI,4,30,246,12.2,-24384.0,296.0,-154.0,-24384.0,21,-1.13,-99.1,-9999.0
10:00-14:00,STOCH+BB+MACD+RSI,4,20,250,9.6,-18800.0,196.0,-104.0,-18880.0,36,-1.86,-75.2,-9999.0
10:00-14:00,STOCH+BB+MACD+VWAP,4,40,138,25.4,-7296.0,392.0,-204.0,-8472.0,13,-0.31,-52.9,-9999.0
10:00-14:00,STOCH+BB+MACD+VWAP,4,30,145,18.6,-10180.0,296.0,-154.0,-10772.0,16,-0.61,-70.2,-9999.0
10:00-14:00,STOCH+BB+MACD+VWAP,4,20,151,10.6,-10904.0,196.0,-104.0,-11100.0,26,-1.25,-72.2,-9999.0
10:00-14:00,STOCH+VWAP+RSI+VOL,4,20,247,10.9,-17588.0,196.0,-104.0,-17668.0,29,-1.64,-71.2,-9999.0
10:00-14:00,VWAP+RSI+VOL,3,30,227,13.2,-21621.0,291.0,-154.0,-21621.0,39,-0.98,-95.2,-9999.0
10:00-14:00,VWAP+RSI+VOL,3,20,233,9.9,-17332.0,196.0,-104.0,-17412.0,28,-1.65,-74.4,-9999.0
10:00-14:00,MACD+RSI+VOL,3,40,226,16.8,-23567.0,389.0,-204.0,-23567.0,30,-0.76,-104.3,-9999.0
10:00-14:00,MACD+RSI+VOL,3,30,229,14.0,-21029.0,291.0,-154.0,-21029.0,37,-0.92,-91.8,-9999.0
10:00-14:00,MACD+RSI+VOL,3,20,232,9.1,-17828.0,196.0,-104.0,-17908.0,39,-1.83,-76.8,-9999.0
10:00-14:00,MACD+VWAP+VOL,3,40,163,31.9,-2392.0,389.0,-204.0,-5616.0,10,-0.08,-14.7,-9999.0
10:00-14:00,MACD+VWAP+VOL,3,30,170,23.5,-8180.0,296.0,-154.0,-8772.0,13,-0.37,-48.1,-9999.0
10:00-14:00,MACD+VWAP+VOL,3,20,173,12.1,-11692.0,196.0,-104.0,-11888.0,23,-1.26,-67.6,-9999.0
10:00-14:00,VWAP+RSI+VOL,3,40,224,16.1,-24359.0,389.0,-204.0,-24359.0,41,-0.84,-108.7,-9999.0
10:00-14:00,STOCH+MACD+RSI+VOL,4,40,240,15.8,-26423.0,389.0,-204.0,-26423.0,21,-0.83,-110.1,-9999.0
10:00-14:00,STOCH+MACD+RSI+VOL,4,30,243,13.2,-23185.0,291.0,-154.0,-23185.0,25,-1.0,-95.4,-9999.0
10:00-14:00,STOCH+MACD+RSI+VOL,4,20,247,10.9,-17588.0,196.0,-104.0,-17668.0,29,-1.67,-71.2,-9999.0
10:00-14:00,STOCH+MACD+VWAP+VOL,4,40,190,28.9,-6100.0,390.0,-204.0,-8736.0,17,-0.19,-32.1,-9999.0
10:00-14:00,STOCH+MACD+VWAP+VOL,4,30,197,20.8,-11888.0,296.0,-154.0,-12480.0,28,-0.53,-60.3,-9999.0
10:00-14:00,STOCH+MACD+VWAP+VOL,4,20,206,12.6,-13624.0,196.0,-104.0,-13820.0,24,-1.37,-66.1,-9999.0
10:00-14:00,STOCH+MACD+VWAP+RSI,4,40,238,15.1,-27215.0,389.0,-204.0,-27383.0,21,-0.86,-114.3,-9999.0
10:00-14:00,STOCH+MACD+VWAP+RSI,4,30,242,11.2,-25281.0,290.0,-154.0,-25281.0,22,-1.28,-104.5,-9999.0
10:00-14:00,STOCH+BB+MACD+VOL,4,40,195,32.3,-2320.0,391.0,-204.0,-6744.0,9,-0.07,-11.9,-9999.0
10:00-14:00,STOCH+BB+RSI+VOL,4,40,238,18.1,-23015.0,390.0,-204.0,-23015.0,16,-0.73,-96.7,-9999.0
10:00-14:00,STOCH+BB+RSI+VOL,4,30,245,14.7,-21693.0,291.0,-154.0,-21693.0,22,-0.91,-88.5,-9999.0
10:00-14:00,STOCH+BB+RSI+VOL,4,20,250,11.2,-17600.0,196.0,-104.0,-17680.0,23,-1.7,-70.4,-9999.0
10:00-14:00,STOCH+BB+VWAP+VOL,4,40,177,30.5,-3904.0,392.0,-204.0,-6756.0,9,-0.13,-22.1,-9999.0
10:00-14:00,STOCH+BB+VWAP+VOL,4,30,186,25.3,-7494.0,296.0,-154.0,-8322.0,11,-0.35,-40.3,-9999.0
10:00-14:00,STOCH+BB+VWAP+VOL,4,20,195,14.4,-11880.0,196.0,-104.0,-12076.0,21,-1.18,-60.9,-9999.0
10:00-14:00,STOCH+BB+VWAP+RSI,4,40,235,14.5,-27803.0,388.0,-204.0,-27803.0,21,-0.9,-118.3,-9999.0
10:00-14:00,STOCH+BB+VWAP+RSI,4,30,242,11.6,-24831.0,290.0,-154.0,-24831.0,21,-1.19,-102.6,-9999.0
10:00-14:00,STOCH+BB+VWAP+RSI,4,20,244,10.2,-17876.0,196.0,-104.0,-17956.0,36,-1.58,-73.3,-9999.0
10:00-14:00,STOCH+MACD+VWAP+RSI,4,20,246,8.5,-19284.0,196.0,-104.0,-19364.0,35,-1.96,-78.4,-9999.0
